formation_id,text,intitule,labels_18,taxonomy_ids,multi_hot,statut_annotation
eb4cd75737e55e3a,Intitulé : Intégrer l'utilisation des outils numériques et de l'IA dans la gestion de projet Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 40 h Certification : RS 7234 Codes ROME : 0 Organisme : JEDHA,Intégrer l'utilisation des outils numériques et de l'IA dans la gestion de projet,Prompt Engineering | IA générative | Éthique de l’IA | RAG | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
f6eb706325287e12,"Intitulé : TP Administrateur d infrastructures securisees Public cible : Professionnels Bac+3/4 en reconversion ou spécialisation IA Niveau : BAC+3 ou 4 : licence, master 1 (NIVEAU 6) Modalité : Présentiel Durée : 642 h Certification : RNCP 37680 Codes ROME : M1801 | M1802 | M1810 Organisme : JEDHA",TP Administrateur d infrastructures securisees,Prompt Engineering | RAG | Automatisation,auto.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",ia_confirmee
e78ebae9f10cf10b,Intitulé : TP Administrateur d infrastructures securisees Public cible : Professionnels Bac+3/4 en reconversion ou spécialisation IA Niveau : BAC+3 ou 4 (NIVEAU 6) Modalité : Présentiel Durée : 117 h Certification : RNCP 37680 Codes ROME : M1801 | M1802 | M1810 Organisme : JEDHA,TP Administrateur d infrastructures securisees,Prompt Engineering | IA générative | Éthique de l’IA | RAG,gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
f5f7d9902e0aca29,Intitulé : Intégrer l'Intelligence Artificielle dans la conception et l'optimisation des actions marketing et communication Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7288 Codes ROME : 0 Organisme : AXIO FORMATION,Intégrer l'Intelligence Artificielle dans la conception et l'optimisation des actions marketing et communication,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
ed4fddc876721da3,Intitulé : Améliorer l'efficacité de sa TPE à l'aide de l'IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 7311 Codes ROME : 0 Organisme : NEOACADEMIE,Améliorer l'efficacité de sa TPE à l'aide de l'IA,Deep Learning | Prompt Engineering | Éthique de l’IA | Visualisation | No-code / Low-code | Automatisation,auto.intro|auto.nocode|dl.intro|ds.visualization|gov.ethics|nlp.prompt_engineering,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",ia_confirmee
8e56bc157c4cf328,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
bbac7112a1bcb8d2,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 7 h Certification : RS 6776 Codes ROME : 0 Organisme : HEXAFORMA,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Visualisation | Automatisation,auto.intro|ds.visualization|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
834b806d12badd40,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : DYNAMICS FORMATIONS,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA | RAG,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
3d5f65628904a020,Intitulé : Améliorer l efficacité de sa TPE à l aide de l IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 7311 Codes ROME : 0 Organisme : MARMIGNON BROTHERS,Améliorer l efficacité de sa TPE à l aide de l IA,Prompt Engineering | IA générative | Data Science | Éthique de l’IA | No-code / Low-code | Automatisation,auto.intro|auto.nocode|ds.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",ia_confirmee
225917dd2db80b5c,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
2ca75deda19f5684,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 40 h Certification : RS 6776 Codes ROME : 0 Organisme : BT FORMATION,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
75cddab650874a28,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 14 h Certification : RS 6776 Codes ROME : 0 Organisme : NEOACADEMIE,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
a9aa4e6169781fc4,Intitulé : Développer son activité avec l intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 7 h Certification : RS 7344 Codes ROME : 0 Organisme : HEXAFORMA,Développer son activité avec l intelligence artificielle,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
c1ae2e740e9cc159,Intitulé : Améliorer l efficacité de sa TPE à l aide de l IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : Présentiel Durée : 14 h Certification : RS 7311 Codes ROME : 0 Organisme : NEOACADEMIE,Améliorer l efficacité de sa TPE à l aide de l IA,Prompt Engineering | IA générative | Éthique de l’IA | No-code / Low-code | Automatisation,auto.intro|auto.nocode|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",ia_confirmee
c77f92b4131d8a35,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
d6bfbd34cecab858,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 14e Certification : RS 6776 Codes ROME : 0 Organisme : AXIO FORMATION,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Visualisation | Automatisation,auto.intro|ds.visualization|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
23aecce12f48ed9e,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : MONTIER Adrien,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
9c43b01668fdb56a,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : FRANCE FORMATION ACADEMIE,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | RAG,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
3520687b761c1336,Intitulé : Développer son activité professionnelle avec l'intelligence artificielle dans son marketing de contenus Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7439 Codes ROME : 0 Organisme : FRANCE-FORMA.FR,Développer son activité professionnelle avec l'intelligence artificielle dans son marketing de contenus,NLP | Prompt Engineering | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
bec03db7ebaea844,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : NEXT FORMA,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
e7e01d2217b300bc,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 11 h Certification : RS 6891 Codes ROME : 0 Organisme : AI BUSINESS SYNERGY,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,Deep Learning | Prompt Engineering | IA générative | Éthique de l’IA | RAG | Automatisation | Séries temporelles,auto.intro|dl.intro|ds.time_series|gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
07f6daf2d4b732f2,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : AXIO FORMATION,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Visualisation | RAG | Automatisation,auto.intro|ds.visualization|gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
30cf8267cc8d9ec7,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : CL TRAINING FORMATION CONSEIL,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
6ac30304f914bb96,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | RAG | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
09b2b3e72fb1e0fb,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 40 h Certification : RS 6891 Codes ROME : 0 Organisme : BT FORMATION,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
2fac78983b82ed36,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : DOMIRIS FORMATION,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | IA générative | Éthique de l’IA | No-code / Low-code,auto.nocode|gov.ethics|nlp.generative_ai|nlp.intro,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",ia_confirmee
095157865f505521,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
fffecf48e0c4d0a7,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 80 h Certification : RS 6776 Codes ROME : 0 Organisme : BT FORMATION,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
46d8d8c78766878f,Intitulé : Développer son activité avec l'intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7344 Codes ROME : 0 Organisme : E-FORMACTION,Développer son activité avec l'intelligence artificielle,Deep Learning | NLP | Éthique de l’IA | Automatisation,auto.intro|dl.intro|gov.ethics|nlp.intro,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
6d1d690f5f025b6e,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 7 h Certification : RS 6776 Codes ROME : 0 Organisme : SERENEOR,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
7f30ec707fb1e9ba,Intitulé : Développer son activité avec l'intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 29 h Certification : RS 7344 Codes ROME : 0 Organisme : Educademy,Développer son activité avec l'intelligence artificielle,NLP | Prompt Engineering | Éthique de l’IA | Automatisation | Gestion de projet IA,auto.intro|gov.ethics|nlp.intro|nlp.prompt_engineering|pm.intro,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",ia_confirmee
babdd4c759196e28,Intitulé : Améliorer l efficacité de sa TPE à l aide de l IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 29 h Certification : RS 7311 Codes ROME : 0 Organisme : EPISTEME FORMATION,Améliorer l efficacité de sa TPE à l aide de l IA,Prompt Engineering | IA générative | Éthique de l’IA | No-code / Low-code | RAG | Automatisation,auto.intro|auto.nocode|gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",ia_confirmee
ad24aad592f5f977,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA | RAG | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
72823e45ad1eb477,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6891 Codes ROME : 0 Organisme : DOLFI,Produire et réviser du contenu professionnel multimédia en utilisant les outils d Intelligence Artificielle Générative (IAG) de façon responsable,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
c70d49fe28de4ca8,Intitulé : Améliorer l efficacité de sa TPE à l aide de l IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 7311 Codes ROME : 0 Organisme : SENZA,Améliorer l efficacité de sa TPE à l aide de l IA,NLP | Prompt Engineering | IA générative | Data Science | Éthique de l’IA | No-code / Low-code | Automatisation,auto.intro|auto.nocode|ds.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",ia_confirmee
f21d0cc4d62cd636,Intitulé : Développer son activité professionnelle avec l intelligence artificielle dans son marketing de contenus Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 14 h Certification : RS 7439 Codes ROME : 0 Organisme : NEGO FORM,Développer son activité professionnelle avec l intelligence artificielle dans son marketing de contenus,NLP | Éthique de l’IA | RAG,gov.ethics|nlp.intro|nlp.rag,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
6a3f42a2da12442b,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : FOXY S,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
3f616cbe7851aeb6,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : ATC,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA | RAG,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|nlp.rag,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
04917ab8cd170a48,Intitulé : Développer son activité avec l intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 7 h Certification : RS 7344 Codes ROME : 0 Organisme : SERENEOR,Développer son activité avec l intelligence artificielle,Deep Learning | NLP | Prompt Engineering | IA générative | Éthique de l’IA,dl.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
25da532e24ca4e58,Intitulé : Améliorer l efficacité de sa TPE à l aide de l IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 30 h Certification : RS 7311 Codes ROME : 0 Organisme : Educademy,Améliorer l efficacité de sa TPE à l aide de l IA,NLP | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
3799fa9e09e95e67,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6891 Codes ROME : 0 Organisme : ACADEE,Produire et réviser du contenu professionnel multimédia en utilisant les outils d Intelligence Artificielle Générative (IAG) de façon responsable,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
660fdb95b02c1db3,Intitulé : Développer son activité avec l intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7344 Codes ROME : 0 Organisme : DIGIT FORMATIONS,Développer son activité avec l intelligence artificielle,Deep Learning | Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|dl.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
53aba5b8f7f9a5ac,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 28 h Certification : RS 6776 Codes ROME : 0 Organisme : ARINFO I-MAGINER,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
69c5612ade4b7435,Intitulé : Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : BALKAN BEAUTY,Création de contenus rédactionnels et visuels par l usage responsable de l intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
